22842
41 31 7 -5.528829 1.336765 9.768886 -0.329557 0.472327 -0.836994 0 -1.000000
41 32 7 -1.066843 7.565217 3.386888 0.386003 0.495403 0.845544 0 -1.000000
41 32 7 -9.086970 4.948729 8.870052 -0.678661 -0.244545 -0.958051 0 -1.000000
41 33 7 5.101822 -6.182292 8.247102 -0.985427 1.340849 1.738134 0 -1.000000
34 38 7 -6.748329 -0.826817 7.986917 0.017403 0.097909 0.531750 0 -1.000000
35 42 7 5.733995 -6.188813 4.774868 1.818494 -0.638496 -0.202835 0 -1.000000
14 16 8 6.900088 2.099511 8.622326 0.551136 -0.119557 -0.844115 0 -1.000000
15 16 8 1.311258 9.861597 3.295402 -0.016235 0.273081 -1.485348 0 -1.000000
15 16 8 6.412933 1.520650 5.533415 0.009019 0.441214 -1.001608 0 -1.000000
15 16 8 -3.507992 1.498273 6.003828 0.197285 0.076271 -1.189108 0 -1.000000
15 16 8 -8.383053 -6.795801 8.762515 0.305758 -0.267419 -1.561872 0 -1.000000
15 16 8 1.603575 -6.287465 9.504500 0.218006 -0.098670 -1.529933 0 -1.000000
16 16 8 -8.809063 9.331928 1.662091 -0.048531 0.085819 -2.004088 0 -1.000000
16 16 8 1.176975 9.656935 1.813625 0.164134 0.432805 -1.300114 0 -1.000000
16 16 8 -3.640580 2.030951 6.197416 -0.094769 0.771446 -1.016971 0 -1.000000
16 16 8 5.693181 4.218251 8.889585 0.343681 0.151225 -1.761379 0 -1.000000
18 16 8 -5.380235 3.714063 9.605439 -0.496969 -0.817772 -2.993089 0 -1.000000
18 16 8 4.602381 2.784910 9.838781 -0.203266 -0.755703 -2.747437 0 -1.000000
19 16 8 -9.562460 9.922431 5.910973 0.170454 -1.058454 -3.247574 0 -1.000000
15 17 8 6.834681 -1.777862 2.903287 0.203931 0.160109 -1.273903 0 -1.000000
15 17 8 -7.482658 -9.632990 8.095643 0.342012 0.158823 -1.024869 0 -1.000000
15 17 8 -0.621384 -2.568507 9.569678 0.494743 0.225842 -1.162701 0 -1.000000
16 17 8 1.162065 6.025213 -2.079884 -0.351736 0.403028 -2.127686 0 -1.000000
16 17 8 -4.010706 -2.445250 -1.343132 0.203463 0.155735 -1.187999 0 -1.000000
16 17 8 6.072811 -2.679480 -2.464498 0.087975 0.497247 -1.656009 0 -1.000000
16 17 8 -6.335968 5.295765 4.509812 0.450392 -0.234221 -1.040399 0 -1.000000
17 17 8 1.218823 5.966593 -2.116035 0.031536 0.575617 -0.859774 0 -1.000000
17 17 8 -8.809558 5.931770 -1.613995 -0.252120 0.613133 -1.164100 0 -1.000000
17 17 8 6.239358 -2.593530 -0.993660 0.129026 0.624321 -1.085883 0 -1.000000
17 17 8 -3.801899 -2.697663 -1.909899 0.102909 0.753673 -1.236483 0 -1.000000
17 17 8 0.725293 -8.204143 5.170537 0.193281 0.389161 -1.521481 0 -1.000000
17 17 8 -9.152699 -8.896736 3.783764 0.058357 0.926306 -1.208534 0 -1.000000
18 17 8 1.006138 6.333097 0.739332 -0.053251 0.245057 -0.347652 0 -1.000000
18 17 8 -8.993809 6.172648 0.101969 0.147268 0.325347 -0.776973 0 -1.000000
18 17 8 -3.775085 -2.392914 -0.018227 0.217239 0.084734 -1.798914 0 -1.000000
18 17 8 6.207038 -2.158590 1.513957 -0.052098 0.358660 -0.439283 0 -1.000000
18 17 8 -9.371865 -7.573293 6.518532 0.307994 0.278428 -1.457367 0 -1.000000
18 17 8 0.499781 -8.992744 6.071977 0.027903 -0.567800 -2.046254 0 -1.000000
19 17 8 -9.169466 6.652782 2.652511 -0.058366 0.422021 -0.603777 0 -1.000000
19 17 8 -4.155216 -1.773351 4.444546 -0.362173 0.247800 -0.283109 0 -1.000000
19 17 8 -0.341288 7.018093 7.337718 -0.010865 0.462901 -0.932384 0 -1.000000
19 17 8 4.967397 -1.270266 8.695397 0.121239 0.525096 -1.388962 0 -1.000000
19 17 8 0.223431 -9.973467 8.014269 -0.428151 0.549270 -0.053540 0 -1.000000
16 18 8 6.201169 -5.434614 -2.040837 -0.453324 0.543595 -2.558206 0 -1.000000
16 18 8 0.987896 -8.120104 6.071064 -0.385480 0.597834 -2.282419 0 -1.000000
16 18 8 5.048161 0.991754 5.521961 -0.108928 0.216492 -2.054209 0 -1.000000
16 18 8 9.691947 9.895913 5.155529 -1.192667 0.723352 -2.971739 0 -1.000000
17 18 8 -3.833319 -5.462444 -3.102046 -0.029804 0.413635 -0.486238 0 -1.000000
17 18 8 1.067328 3.316222 -2.785506 -0.029639 0.436762 -0.783643 0 -1.000000
17 18 8 6.096747 -5.294356 -1.844974 -0.115854 0.502627 0.436615 0 -1.000000
17 18 8 -8.825025 3.130631 -2.012777 0.037910 0.270183 -1.767452 0 -1.000000
18 18 8 0.493503 3.653813 1.495791 0.069938 0.395656 -1.588518 0 -1.000000
18 18 8 5.446453 -4.953134 2.775059 -0.110082 0.377565 -0.598581 0 -1.000000
18 18 8 -4.017858 -5.106781 -0.456425 0.204925 0.304862 -1.770182 0 -1.000000
18 18 8 -9.123970 3.498812 -1.040598 0.226905 0.511908 -2.069282 0 -1.000000
18 18 8 9.838405 3.729041 4.971348 0.046012 0.538000 -1.434703 0 -1.000000
19 18 8 -4.617207 -4.526999 4.063126 0.072409 0.526909 -1.173970 0 -1.000000
19 18 8 4.760382 -4.462509 7.469286 -0.431067 0.635056 0.236603 0 -1.000000
19 18 8 -0.757589 3.814877 8.214489 -0.134392 0.752851 -1.123838 0 -1.000000
19 18 8 9.155995 4.327895 9.125912 -0.125764 0.688426 -0.928421 0 -1.000000
16 19 8 9.451996 6.665902 9.191789 0.032279 0.167331 -1.811337 0 -1.000000
17 19 8 5.713363 -7.932411 -1.353181 -0.234078 0.370269 -0.882659 0 -1.000000
17 19 8 -4.184493 -8.107716 -2.550268 -0.290282 0.485607 -2.524734 0 -1.000000
17 19 8 0.621676 0.635729 -1.979580 0.069782 0.269825 -1.386845 0 -1.000000
17 19 8 5.337483 9.407028 -0.890643 0.137294 0.162855 -1.334497 0 -1.000000
17 19 8 -4.297362 8.518744 1.604852 0.153757 0.261581 -1.602417 0 -1.000000
17 19 8 -8.057624 -0.642221 2.839385 -0.397471 0.465590 -2.304086 0 -1.000000
18 19 8 -4.862173 -7.863767 1.843691 -0.182334 0.353858 -0.811708 0 -1.000000
18 19 8 -9.681132 0.810073 0.337256 0.102083 0.305831 -1.230135 0 -1.000000
18 19 8 -0.153712 0.918553 3.172767 0.715283 0.502789 -3.043525 0 -1.000000
18 19 8 -5.025904 9.577451 1.843822 0.077759 0.333038 -1.293268 0 -1.000000
18 19 8 4.799616 -7.700105 4.220583 -0.517210 0.224245 0.005315 0 -1.000000
18 19 8 3.704491 9.460370 6.693367 0.124324 0.412993 -1.576844 0 -1.000000
18 19 8 8.662263 0.820663 7.821952 0.211364 0.696492 -1.921293 0 -1.000000
19 19 8 -6.305579 9.437431 6.627687 0.242602 1.013136 -0.491449 0 -1.000000
19 19 8 3.614032 8.698931 5.372356 0.245093 0.323076 -2.319042 0 -1.000000
19 19 8 -6.109426 -7.742775 8.316359 0.008658 0.667476 -1.365294 0 -1.000000
19 19 8 3.890759 -7.241545 8.328110 0.060843 0.699505 -1.933626 0 -1.000000
19 19 8 -1.506375 1.071966 9.252165 0.173626 0.615373 -2.213367 0 -1.000000
20 19 8 -6.555122 9.340227 6.921518 0.075034 0.707861 -1.356334 0 -1.000000
17 20 8 -0.202480 -2.401475 0.893782 0.135851 0.270548 -2.301827 0 -1.000000
17 20 8 4.408916 6.521947 0.992657 0.454259 0.173175 -1.376535 0 -1.000000
17 20 8 9.764221 -1.912633 1.289546 0.460698 0.296751 -2.767705 0 -1.000000
17 20 8 -8.152919 -3.929701 6.829020 0.325349 0.135875 -1.621454 0 -1.000000
17 20 8 -4.210750 5.271564 5.914609 0.633060 -0.041673 -1.337597 0 -1.000000
18 20 8 3.756999 5.801807 0.852231 0.711806 0.808217 -0.094176 0 -1.000000
18 20 8 -5.879818 6.813545 3.406930 0.377740 0.175409 -1.954355 0 -1.000000
18 20 8 8.629930 -2.805632 2.728267 0.187588 0.488105 -1.406371 0 -1.000000
18 20 8 -1.039334 -1.826244 5.197351 0.064175 0.353681 -1.208746 0 -1.000000
19 20 8 3.605795 5.415627 0.706973 0.209095 0.840782 -1.475837 0 -1.000000
19 20 8 -6.327892 5.264897 -0.242042 0.374254 0.237537 -2.580397 0 -1.000000
19 20 8 8.614339 -3.088633 2.570873 0.241426 0.683998 -1.552956 0 -1.000000
19 20 8 -1.366578 -3.210872 1.983625 0.267201 1.012216 -0.309303 0 -1.000000
20 20 8 -6.379636 5.179848 0.154280 0.265489 0.608789 -1.363236 0 -1.000000
20 20 8 3.539039 5.648823 1.547128 0.168475 0.610768 -1.035295 0 -1.000000
20 20 8 -1.672389 -2.161729 4.963692 0.226244 0.558024 -1.323127 0 -1.000000
20 20 8 8.314186 -1.895973 5.874234 0.208145 0.679533 -0.737384 0 -1.000000
20 20 8 3.208787 -9.845909 9.038255 0.198995 0.478002 -1.493012 0 -1.000000
21 20 8 -6.692458 6.555499 3.822419 0.239712 0.293912 -1.628342 0 -1.000000
21 20 8 3.354051 6.175250 3.795480 0.208327 0.827958 -0.496341 0 -1.000000
21 20 8 -1.835137 -1.584314 7.137417 0.172441 0.960476 0.066877 0 -1.000000
21 20 8 8.075392 -1.428747 8.243851 0.300915 0.307127 -1.437163 0 -1.000000
21 20 8 -6.864428 -9.820131 9.663089 0.227062 0.617028 -0.941550 0 -1.000000
22 20 8 3.295061 5.643185 4.337587 0.210986 -0.286772 -2.250142 0 -1.000000
22 20 8 -6.658918 6.038139 4.302598 0.244579 0.589102 -0.885755 0 -1.000000
22 20 8 -1.989828 -1.864419 8.271324 0.257236 0.877334 -0.067715 0 -1.000000
22 20 8 7.948690 -2.163654 8.480326 0.256703 0.241817 -1.109234 0 -1.000000
23 20 8 3.014096 6.143557 6.905293 0.183277 0.286471 -1.093616 0 -1.000000
23 20 8 -6.780413 5.593107 5.073268 0.044193 0.617138 -0.541827 0 -1.000000
23 20 8 -2.138427 -1.945296 9.704057 0.167167 0.574465 -0.540874 0 -1.000000
24 20 8 -7.092571 6.375312 8.151534 0.087280 0.730940 -0.273856 0 -1.000000
24 20 8 2.853445 5.855016 7.976165 0.019803 0.331192 -0.981646 0 -1.000000
25 20 8 -7.351314 6.487868 9.942580 0.014777 0.514081 -0.561826 0 -1.000000
26 20 8 -7.603109 5.332327 8.182223 0.425817 0.432967 -1.089860 0 -1.000000
17 21 8 9.244657 -4.656665 1.343365 0.457727 0.317781 -1.235173 0 -1.000000
17 21 8 0.602612 -5.897861 6.264988 0.834743 -0.163114 -0.772475 0 -1.000000
17 21 8 6.560481 1.872873 8.475615 0.849961 -0.255198 -0.556775 0 -1.000000
